relative_path,title,year,codec,resolution,width,height,fps,duration_sec,size_gb,bitrate_kbps,bpp,status_flag,audio
X-Men.2000.2160p.BluRay.AV1.10bit.5.1ch.AC3.AV1-ChopperHitler/X-Men.2000.2160p.BluRay.AV1.10bit.5.1ch.AC3.AV1-ChopperHitler.mkv,X-Men,2000,AV1,2160p,3840,1600,23.976,6265.52,12.79,17529.6,0.119,REFERENCE/HEAVY,AC3 6ch
X-Men Apocalypse-2016-UHD BluRay AV1 10bit HDR10 AC3 5.1 AV1-ChopperHitler/X-Men Apocalypse-2016-UHD BluRay AV1 10bit HDR10 AC3 5.1 AV1-ChopperHitler.mkv,X-Men Apocalypse-2016-UHD BluRay AV1 10bit HDR10 AC3 5.1 AV1-ChopperHitler,0,AV1,2160p,3840,1600,23.976,8638.3,11.69,11625.6,0.0789,REFERENCE/HEAVY,AC3 6ch
X-Men.Days.of.Future.Past.2014.2160p.BluRay.AV1.10bit.HDR10.AC3.5.0ch.AV1-ChopperHitler/X-Men.Days.of.Future.Past.2014.2160p.BluRay.AV1.10bit.HDR10.AC3.5.0ch.AV1-ChopperHitler.mkv,X-Men Days of Future Past,2014,AV1,2160p,3840,1600,23.976,7895.27,11.96,13014.9,0.0884,REFERENCE/HEAVY,AC3 5ch
X-Men.First.Class.2011.UHD.BluRay.2160p.DDP.5.1.HDR.x265-hallowed/X-Men.First.Class.2011.UHD.BluRay.2160p.DDP.5.1.HDR.x265-hallowed.mkv,X-Men First Class,2011,HEVC,2160p,3840,1632,23.976,7903.14,17.21,18710.4,0.1245,OPTIMAL,EAC3 6ch
X-Men Origins Wolverine-2009-1080p BluRay AV1 10bit AC3 5.1ch AV1-ChopperHitler/X-Men Origins Wolverine-2009-1080p BluRay AV1 10bit AC3 5.1ch AV1-ChopperHitler.mkv,X-Men Origins Wolverine-2009-1080p BluRay AV1 10bit AC3 5.1ch AV1-ChopperHitler,0,AV1,1080p,1920,818,23.976,6405.47,3.44,4616.2,0.1226,RES-ANOMALY,AC3 6ch
X-Men.The.Last.Stand.2006.UHD.BluRay.2160p.DDP.5.1.HDR.x265-hallowed/X-Men.The.Last.Stand.2006.UHD.BluRay.2160p.DDP.5.1.HDR.x265-hallowed.mkv,X-Men The Last Stand,2006,HEVC,2160p,3840,1600,23.976,6248.83,13.62,18726.0,0.1271,OPTIMAL,EAC3 6ch
X2.X-Men.United.2003.UHD.BluRay.2160p.DDP.5.1.HDR.x265-hallowed/X2.X-Men.United.2003.UHD.BluRay.2160p.DDP.5.1.HDR.x265-hallowed.mkv,X2 X-Men United,2003,HEVC,2160p,3840,1600,23.976,8027.49,17.5,18722.2,0.1271,OPTIMAL,EAC3 6ch
Yi.Yi.2000.Criterion.1080p.BluRay.FLAC.x264.D-Z0N3/Yi.Yi.2000.Criterion.1080p.BluRay.FLAC.x264.D-Z0N3.mkv,Yi Yi,2000,H264,1080p,1920,1038,23.976,10413.06,20.56,16957.7,0.3549,RES-ANOMALY,FLAC 2ch
Yojimbo.1961.1080p.UHD.BluRay.FLAC.1.0.x264-ZoroSenpai/Yojimbo.1961.1080p.UHD.BluRay.FLAC.1.0.x264-ZoroSenpai.mkv,Yojimbo,1961,H264,1080p,1920,806,23.976,6653.44,14.78,19076.6,0.5141,RES-ANOMALY,FLAC 1ch
Your Name 2016 UHD BluRay 2160p DDP 5 1 HDR x265-hallowed/Your Name 2016 UHD BluRay 2160p DDP 5 1 HDR x265-hallowed.mkv,Your Name,2016,HEVC,2160p,3840,2160,23.976,6396.29,9.96,13369.7,0.0672,STARVED,EAC3 6ch
