relative_path,title,year,codec,resolution,width,height,fps,duration_sec,size_gb,bitrate_kbps,bpp,status_flag,audio
Monsters.Inc.2001.2160p.BluRay.TrueHD.DV.HDR.AV1-TiZU/Monsters.Inc.2001.2160p.BluRay.TrueHD.DV.HDR.AV1-TiZU.mkv,Monsters Inc,2001,AV1,2160p,3840,2160,23.976,5529.89,9.75,15150.4,0.0762,REFERENCE/HEAVY,TRUEHD 8ch
Monty.Python.and.the.Holy.Grail.1975.REPACK.UHD.BluRay.2160p.DDP.Atmos.5.1.DV.HDR.x265-hallowed/Monty.Python.and.the.Holy.Grail.1975.REPACK.UHD.BluRay.2160p.DDP.Atmos.5.1.DV.HDR.x265-hallowed.mkv,Monty Python and the Holy Grail,1975,HEVC,2160p,3588,2160,23.976,5526.52,12.35,19201.4,0.1033,OPTIMAL,EAC3 6ch
Mortal.Kombat.II.2026.2160p.MA.WEB-DL.TrueHD.Atmos.7.1.DV.HDR10P.H.265-TheFarm/Mortal.Kombat.II.2026.2160p.MA.WEB-DL.TrueHD.Atmos.7.1.DV.HDR10P.H.265-TheFarm.mkv,Mortal Kombat II,2026,HEVC,2160p,3840,2160,23.976,6941.31,23.14,28633.8,0.144,REFERENCE/HEAVY,TRUEHD 8ch
Mr Smith Goes to Washington 1939 UHD BluRay 2160p DD 2 0 DV HDR x265-BHDStudio/Mr Smith Goes to Washington 1939 UHD BluRay 2160p DD 2 0 DV HDR x265-BHDStudio.mp4,Mr Smith Goes to Washington,1939,HEVC,2160p,2960,2160,23.976,7780.8,14.93,16486.7,0.1075,OPTIMAL,AC3 2ch
My.Neighbor.Totoro.1988.1080p.BluRay.Opus.AV1-TiZU/My.Neighbor.Totoro.1988.1080p.BluRay.Opus.AV1-TiZU.mkv,My Neighbor Totoro,1988,AV1,1080p,1920,1080,23.976,5304.92,3.23,5233.3,0.1053,RES-ANOMALY,OPUS 2ch
No.Country.for.Old.Men.2007.2160p.BluRay.DV.HDR10.DTS-HD.MA.5.1.AV1-RandH/No.Country.for.Old.Men.2007.2160p.BluRay.DV.HDR10.DTS-HD.MA.5.1.AV1-RandH.mkv,No Country for Old Men,2007,AV1,2160p,3840,2160,23.976,7333.2,8.24,9650.5,0.0485,OPTIMAL,DTS 6ch
North by Northwest 1959 UHD BluRay 2160p DDP 7 1 HDR x265-BHDStudio/North by Northwest 1959 UHD BluRay 2160p DDP 7 1 HDR x265-BHDStudio.mp4,North by Northwest,1959,HEVC,2160p,3840,2076,23.976,8182.51,15.96,16750.6,0.0876,OPTIMAL,EAC3 8ch
Obsession.2025.HYBRID.2160p.MA.WEB-DL.DDP5.1.Atmos.DV.HDR10P.H.265-BYNDR/Obsession.2025.HYBRID.2160p.MA.WEB-DL.DDP5.1.Atmos.DV.HDR10P.H.265-BYNDR.mkv,Obsession,2025,HEVC,2160p,3840,2160,23.976,6543.12,19.55,25667.8,0.1291,OPTIMAL,EAC3 6ch
Oldboy 2003 UHD BluRay 2160p DDP 5 1 DV HDR x265-hallowed/Oldboy 2003 UHD BluRay 2160p DDP 5 1 DV HDR x265-hallowed.mkv,Oldboy,2003,HEVC,2160p,3840,1632,23.976,7194.6,13.99,16698.5,0.1111,OPTIMAL,EAC3 6ch
On.the.Waterfront.1954.1080p.AMZN.WEB-DL.DDP.5.1.H.264-PiRaTeS/On.the.Waterfront.1954.1080p.AMZN.WEB-DL.DDP.5.1.H.264-PiRaTeS.mkv,On the Waterfront,1954,H264,1080p,1800,1080,23.976,6467.14,10.99,14601.7,0.3133,RES-ANOMALY,EAC3 6ch
Once.Upon.a.Time.in.America.1984.Extended.Directors.Cut.1080p.Bluray.OPUS.5.1.AV1-WhiskeyJack/Once.Upon.a.Time.in.America.1984.Extended.Directors.Cut.1080p.Bluray.OPUS.5.1.AV1-WhiskeyJack.mkv,Once Upon a Time in America,1984,AV1,1080p,1920,1072,23.976,15069.61,9.3,5302.8,0.1075,RES-ANOMALY,OPUS 6ch
Once.Upon.a.Time.in.the.West.1968.1080p.BluRay.DTS.x264-CRiSC/Once.Upon.a.Time.in.the.West.1968.1080p.BluRay.DTS.x264-CRiSC.mkv,Once Upon a Time in the West,1968,H264,1080p,1920,816,23.976,9962.07,14.0,12070.2,0.3213,RES-ANOMALY,DTS 6ch
One.Flew.Over.the.Cuckoos.Nest.1975.2160p.MA.WEB-DL.FLAC1.0.DV.HDR.H.265-BYNDR/One.Flew.Over.the.Cuckoos.Nest.1975.2160p.MA.WEB-DL.FLAC1.0.DV.HDR.H.265-BYNDR.mkv,One Flew Over the Cuckoos Nest,1975,HEVC,2160p,3840,2160,23.976,8049.55,28.05,29936.2,0.1505,REFERENCE/HEAVY,FLAC 1ch
Oppenheimer.2023.2160p.BluRay.DTS.5.1.DV.HDR.AV1-R and H/Oppenheimer.2023.2160p.BluRay.DTS.5.1.DV.HDR.AV1-R and H.mkv,Oppenheimer,2023,AV1,2160p,3840,2160,23.976,10822.19,11.71,9296.4,0.0467,OPTIMAL,DTS 6ch
Pans.Labyrinth.2006.UHD.BluRay.2160p.DDP.7.1.DV.HDR.x265-hallowed/Pans.Labyrinth.2006.UHD.BluRay.2160p.DDP.7.1.DV.HDR.x265-hallowed.mkv,Pans Labyrinth,2006,HEVC,2160p,3840,2076,23.976,7150.14,16.11,19353.9,0.1013,OPTIMAL,EAC3 8ch
Parasite.2019-2160p.BluRay.DV.HDR10.DTS-HD.MA.5.1.AV1-RandH/Parasite.2019-2160p.BluRay.DV.HDR10.DTS-HD.MA.5.1.AV1-RandH.mkv,Parasite.2019-2160p.BluRay.DV.HDR10.DTS-HD.MA.5.1.AV1-RandH,0,AV1,2160p,3840,1610,23.976,7912.75,8.76,9513.2,0.0642,OPTIMAL,DTS 6ch
Paths.of.Glory.1957.2160p.UHD.BluRay.FLAC.2.0.DV.x265-c0kE/Paths.of.Glory.1957.2160p.UHD.BluRay.FLAC.2.0.DV.x265-c0kE.mkv,Paths of Glory,1957,HEVC,2160p,3600,2160,24.0,5275.06,33.49,54529.0,0.2922,REFERENCE/HEAVY,FLAC 2ch
Pirates.of.the.Caribbean-The.Curse.of.the.Black.Pearl.2003-2160p.BluRay.DV.HDR10.10.bit.Encode.AV1.DD5.1-R&H.mkv/Pirates.of.the.Caribbean-The.Curse.of.the.Black.Pearl.2003-2160p.BluRay.DV.HDR10.10.bit.Encode.AV1.DD5.1-R&H.mkv,Pirates.of.the.Caribbean-The.Curse.of.the.Black.Pearl.2003-2160p.BluRay.DV.HDR10.10.bit.Encode.AV1.DD5.1-R&H.mkv,0,AV1,2160p,3840,1636,23.976,8589.25,8.85,8850.2,0.0588,OPTIMAL,AC3 6ch
Platoon.1986-2160p.BluRay.HDR10.10.bit.Encode.AV1.DDP.5.1-R and H/Platoon.1986-2160p.BluRay.HDR10.10.bit.Encode.AV1.DDP.5.1-R and H.mkv,Platoon.1986-2160p.BluRay.HDR10.10.bit.Encode.AV1.DDP.5.1-R and H,0,AV1,2160p,3840,2076,23.976,7193.73,7.06,8430.4,0.0441,STARVED,EAC3 6ch
Predator.Badlands.2025.2160p.UHD.BluRay.TrueHD.7.1.Atmos.DV.HDR.AV1-RandH/Predator.Badlands.2025.2160p.UHD.BluRay.TrueHD.7.1.Atmos.DV.HDR.AV1-RandH.mkv,Predator Badlands,2025,AV1,2160p,3840,2160,23.976,6447.98,11.41,15194.4,0.0764,REFERENCE/HEAVY,TRUEHD 8ch
Princess.Mononoke.1997.2160p.HDR10.DV.Hybrid.UHD.BDRip.AV1.10bit.TrueHD.5.1.DUAL-Goki-TAoE/Princess.Mononoke.1997.2160p.HDR10.DV.Hybrid.UHD.BDRip.AV1.10bit.TrueHD.5.1.DUAL-Goki-TAoE.mkv,Princess Mononoke,1997,AV1,2160p,3840,2160,23.976,8002.91,12.62,13550.8,0.0681,OPTIMAL,TRUEHD 6ch
Prisoners.2013.1080p.BluRay.AV1.DDP5.1.Multi3-dAV1nci/Prisoners.2013.1080p.BluRay.AV1.DDP5.1.Multi3-dAV1nci_1.mkv,Prisoners,2013,AV1,1080p,1920,1040,24.0,9198.02,3.19,2979.6,0.0622,RES-ANOMALY,EAC3 6ch
Project.Hail.Mary.2026.2160p.WEBRip.DDP5.1.Atmos.DV.HDR10+.AV1-RandH/Project.Hail.Mary.2026.2160p.WEBRip.DDP5.1.Atmos.DV.HDR10+.AV1-RandH.mkv,Project Hail Mary,2026,AV1,2160p,3840,2160,24.0,9382.4,10.69,9787.4,0.0492,OPTIMAL,EAC3 6ch
Project.X.2012.Theatrical.Cut.1080p.BluRay.DD5.1.x264-DON/Project.X.2012.Theatrical.Cut.1080p.BluRay.DD5.1.x264-DON.mkv,Project X,2012,H264,1080p,1920,1080,23.976,5273.79,10.07,16401.3,0.3299,RES-ANOMALY,AC3 6ch
Psycho.1960.Uncut.1080p.BluRay.DD5.1.x264-LoRD/Psycho.1960.Uncut.1080p.BluRay.DD5.1.x264-LoRD.mkv,Psycho,1960,H264,1080p,1920,1038,23.976,6549.02,14.68,19258.0,0.403,RES-ANOMALY,AC3 6ch
Pulp.Fiction.1994-2160p.BluRay.DV.HDR10.Encode.AV1.DTS.5.1-RandH/Pulp.Fiction.1994-2160p.BluRay.DV.HDR10.Encode.AV1.DTS.5.1-RandH.mkv,Pulp.Fiction.1994-2160p.BluRay.DV.HDR10.Encode.AV1.DTS.5.1-RandH,0,AV1,2160p,3840,1636,23.976,9270.69,10.53,9757.7,0.0648,OPTIMAL,DTS 6ch
Raging Bull 1980 1080p UHD BluRay DD+5.1 DV HDR x265-HiDt/Raging Bull 1980 1080p UHD BluRay DD+5.1 DV HDR x265-HiDt.mkv,Raging Bull,1980,HEVC,1080p,1920,1038,23.976,7745.03,30.55,33886.4,0.7092,RES-ANOMALY,EAC3 6ch
Ran.1985.1080p.BluRay.DD+5.1.x264-playHD/Ran.1985.1080p.BluRay.DD+5.1.x264-playHD.mkv,Ran,1985,H264,1080p,1920,1036,23.976,9761.06,23.55,20722.2,0.4345,RES-ANOMALY,EAC3 6ch
Rashomon.1950.1080p.BluRay.FLAC.x264-EA/Rashomon.1950.1080p.BluRay.FLAC.x264-EA.mkv,Rashomon,1950,H264,1080p,1480,1080,23.976,5317.39,14.52,23461.9,0.6122,RES-ANOMALY,FLAC 1ch
Ratatouille.2007.2160p.DSNP.WEB-DL.DDP5.1.Atmos.DoVi.HDR.H.265-HONE/Ratatouille.2007.2160p.DSNP.WEB-DL.DDP5.1.Atmos.DoVi.HDR.H.265-HONE.mkv,Ratatouille,2007,HEVC,2160p,3840,2160,23.976,6668.7,13.48,17365.9,0.0873,OPTIMAL,EAC3 6ch
Rear.Window.1954.1080p.BluRay.FLAC.2.0.x264-CtrlHD/Rear.Window.1954.1080p.BluRay.FLAC.2.0.x264-CtrlHD.mkv,Rear Window,1954,H264,1080p,1790,1080,23.976,6746.51,17.01,21656.0,0.4672,RES-ANOMALY,FLAC 2ch
Requiem for a Dream 2000 2160p BluRay TrueHD Atmos 7 1 DV HDR10 x265-MainFrame/Requiem for a Dream 2000 2160p BluRay TrueHD Atmos 7 1 DV HDR10 x265-MainFrame.mkv,Requiem for a Dream,2000,HEVC,2160p,3840,2076,23.976,6091.1,34.77,49030.2,0.2565,REFERENCE/HEAVY,TRUEHD 8ch
Reservoir.Dogs.1992.PROPER.UHD.BluRay.2160p.DTS-HD.MA.5.1.DV.HDR.AV1-RandH/Reservoir.Dogs.1992.PROPER.UHD.BluRay.2160p.DTS-HD.MA.5.1.DV.HDR.AV1-RandH.mkv,Reservoir Dogs,1992,AV1,2160p,3840,2160,23.976,5944.23,8.97,12955.2,0.0651,OPTIMAL,DTS 6ch
Retfærdighedens.ryttere.2020.1080p.BluRay.DD+5.1.x264-LoRD/Retfærdighedens.ryttere.2020.1080p.BluRay.DD+5.1.x264-LoRD.mkv,Retfærdighedens ryttere,2020,H264,1080p,1920,804,24.0,6955.14,10.55,13035.5,0.3519,RES-ANOMALY,EAC3 6ch
Robin.Hood.2010.2160p.AMZN.WEB-DL.DDP.5.1.HDR.H.265-PiRaTeS/Robin.Hood.2010.2160p.AMZN.WEB-DL.DDP.5.1.HDR.H.265-PiRaTeS.mkv,Robin Hood,2010,HEVC,2160p,3840,2160,23.976,8419.5,18.96,19342.4,0.0973,OPTIMAL,EAC3 6ch
Rocky.1976-2160p.BluRay.DV.HDR.10.bit.Encode.AV1.DTS.5.1-R&H.mkv/Rocky.1976-2160p.BluRay.DV.HDR.10.bit.Encode.AV1.DTS.5.1-R&H.mkv,Rocky.1976-2160p.BluRay.DV.HDR.10.bit.Encode.AV1.DTS.5.1-R&H.mkv,0,AV1,2160p,3840,2160,23.976,7175.61,7.04,8432.1,0.0424,STARVED,DTS 6ch
Room 2015 1080p BluRay DD5 1 x264-DON/Room 2015 1080p BluRay DD5 1 x264-DON.mkv,Room,2015,H264,1080p,1920,800,23.976,7058.11,13.99,17029.6,0.4624,RES-ANOMALY,AC3 6ch
Rush.2013.UHD.BluRay.2160p.TrueHD.7.1.Atmos.DV.HDR.AV1-RandH/Rush.2013.UHD.BluRay.2160p.TrueHD.7.1.Atmos.DV.HDR.AV1-RandH.mkv,Rush,2013,AV1,2160p,3840,2160,23.976,7375.7,10.99,12793.4,0.0643,OPTIMAL,TRUEHD 8ch
Scarface.1983.2160p.BluRay.DTS-HD.MA.X.7.1.HDR10.AV1-R and H/Scarface.1983.2160p.BluRay.DTS-HD.MA.X.7.1.HDR10.AV1-R and H.mkv,Scarface,1983,AV1,2160p,3840,2160,23.976,10191.43,17.76,14967.0,0.0753,REFERENCE/HEAVY,DTS 8ch
Schindlers.List.1993.2160p.UHD.BluRay.2160p.DTS-HD.MA.5.1.DV.HDR10+.AV1-RandH/Schindlers.List.1993.2160p.UHD.BluRay.2160p.DTS-HD.MA.5.1.DV.HDR10+.AV1-RandH.mkv,Schindlers List,1993,AV1,2160p,3840,2160,23.976,11711.7,12.86,9432.4,0.0474,OPTIMAL,DTS 6ch
Se7en.1995.MULTi.UHD.BluRay.2160p.AV1.HandBrake.HDR10.Opus2.0-CatDad/Se7en.1995.MULTi.UHD.BluRay.2160p.AV1.HandBrake.HDR10.Opus2.0-CatDad.mkv,Se7en,1995,AV1,2160p,3840,1600,23.976,7614.72,24.51,27653.3,0.1877,REFERENCE/HEAVY,OPUS 2ch
Seppuku.1962.1080p.BluRay.FLAC.2.0.x264-CtrlHD/Seppuku.1962.1080p.BluRay.FLAC.2.0.x264-CtrlHD.mkv,Seppuku,1962,H264,1080p,1920,794,23.976,7962.95,17.29,18651.1,0.5103,RES-ANOMALY,FLAC 2ch
Seven.Samurai.1954.REPACK.1080p.UHD.BluRay.FLAC1.0.x264-ZoroSenpai/Seven.Samurai.1954.REPACK.1080p.UHD.BluRay.FLAC1.0.x264-ZoroSenpai.mkv,Seven Samurai,1954,H264,1080p,1480,1080,23.976,12432.46,28.93,19988.2,0.5216,RES-ANOMALY,FLAC 1ch
Sherlock.Jr.1924.BluRay.1080p.DD.2.0.x264-BHDStudio/Sherlock.Jr.1924.BluRay.1080p.DD.2.0.x264-BHDStudio.mp4,Sherlock Jr,1924,H264,1080p,1420,1080,23.976,2736.67,2.6,8172.8,0.2223,RES-ANOMALY,AC3 2ch
Shutter.Island.2010.2160p.BluRay.DTS.DV.HDR.AV1-TiZU/Shutter.Island.2010.2160p.BluRay.DTS.DV.HDR.AV1-TiZU.mkv,Shutter Island,2010,AV1,2160p,3840,1636,23.976,8284.8,19.1,19803.0,0.1315,REFERENCE/HEAVY,DTS 6ch
Singin.in.the.Rain.1952.2160p.MAX.WEB-DL.DDP.5.1.DV.HDR.H.265-PiRaTeS/Singin.in.the.Rain.1952.2160p.MAX.WEB-DL.DDP.5.1.DV.HDR.H.265-PiRaTeS.mkv,Singin in the Rain,1952,HEVC,2160p,2960,2160,23.976,6164.54,15.95,22228.5,0.145,REFERENCE/HEAVY,EAC3 6ch
Sisu.2022.2160p.AMZN.WEB-DL.DDP5.1.Atmos.HDR10.H.265-CMRG/Sisu.2022.2160p.AMZN.WEB-DL.DDP5.1.Atmos.HDR10.H.265-CMRG.mkv,Sisu,2022,HEVC,2160p,3840,1600,23.976,5482.02,9.95,15593.3,0.1059,OPTIMAL,EAC3 6ch
Sisu-Road to Revenge-2025-2160p iT WEB-DL Hybrid H265 DV HDR10+ DDP Atmos 5.1 English-HONE/Sisu-Road to Revenge-2025-2160p iT WEB-DL Hybrid H265 DV HDR10+ DDP Atmos 5.1 English-HONE.mkv,Sisu-Road to Revenge-2025-2160p iT WEB-DL Hybrid H265 DV HDR10+ DDP Atmos 5.1 English-HONE,0,HEVC,2160p,3840,1608,23.976,5354.93,15.82,25374.1,0.1714,REFERENCE/HEAVY,EAC3 6ch
SmultronstÃ¤llet.1957.1080p.BluRay.FLAC.x264-EA/SmultronstÃ¤llet.1957.1080p.BluRay.FLAC.x264-EA.mkv,SmultronstÃ¤llet,1957,H264,1080p,1424,1080,23.976,5552.63,15.25,23596.7,0.6399,RES-ANOMALY,FLAC 1ch
Snatch.(2000).(2160p.iT.WEB-DL.Hybrid.H265.DV.HDR.DDP.Atmos.5.1.English.-.HONE).mkv-WtF/Snatch.(2000).(2160p.iT.WEB-DL.Hybrid.H265.DV.HDR.DDP.Atmos.5.1.English.-.HONE).mkv-WtF.mkv,Snatch.(2000).(2160p.iT.WEB-DL.Hybrid.H265.DV.HDR.DDP.Atmos.5.1.English.-.HONE).mkv-WtF,0,HEVC,2160p,3840,2064,23.976,6160.64,10.99,15326.0,0.0807,OPTIMAL,EAC3 6ch
Some.Like.It.Hot.1959.1080p.UHD.BluRay.DD+5.1.DoVi.x265-c0kE/Some.Like.It.Hot.1959.1080p.UHD.BluRay.DD+5.1.DoVi.x265-c0kE.mkv,Some Like It Hot,1959,HEVC,1080p,1920,1038,23.976,7326.27,23.85,27968.5,0.5853,RES-ANOMALY,EAC3 6ch
Spider-Man - Into the Spider-Verse (2018) (2160p DSNP WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE)/Spider-Man - Into the Spider-Verse (2018) (2160p DSNP WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE).mkv,Spider-Man - Into the Spider-Verse (2018) (2160p DSNP WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE),0,HEVC,2160p,3840,2160,23.976,7008.25,14.29,17519.7,0.0881,OPTIMAL,EAC3 6ch
Spider-Man.Across.the.Spider-Verse.2023.2160p.MA.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX/Spider-Man.Across.the.Spider-Verse.2023.2160p.MA.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX.mkv,Spider-Man Across the Spider-Verse,2023,HEVC,2160p,3840,2160,23.976,8405.79,24.55,25090.0,0.1262,OPTIMAL,EAC3 6ch
Spider-Man.No.Way.Home.2021-2160p.BluRay.DV.HDR10.10.bit.Encode.AV1.DTS.5.1-R&H.mkv-xpost/Spider-Man.No.Way.Home.2021-2160p.BluRay.DV.HDR10.10.bit.Encode.AV1.DTS.5.1-R&H.mkv-xpost.mkv,Spider-Man.No.Way.Home.2021-2160p.BluRay.DV.HDR10.10.bit.Encode.AV1.DTS.5.1-R&H.mkv-xpost,0,AV1,2160p,3840,1608,23.976,8889.9,9.06,8757.9,0.0592,OPTIMAL,DTS 6ch
Spirited.Away.2001.1080p.BluRay.Opus.AV1-TiZU/Spirited.Away.2001.1080p.BluRay.Opus.AV1-TiZU.mkv,Spirited Away,2001,AV1,1080p,1920,1080,23.976,7484.76,5.15,5909.8,0.1189,RES-ANOMALY,OPUS 6ch
Spotlight.2015.UHD.BluRay.2160p.DDP.5.1.DV.HDR.x265-hallowed/Spotlight.2015.UHD.BluRay.2160p.DDP.5.1.DV.HDR.x265-hallowed.mkv,Spotlight,2015,HEVC,2160p,3840,2076,23.976,7730.22,16.86,18732.3,0.098,OPTIMAL,EAC3 6ch
Stand by Me 1986 UHD BluRay 2160p DDP 7 1 DV HDR x265-hallowed/Stand by Me 1986 UHD BluRay 2160p DDP 7 1 DV HDR x265-hallowed.mkv,Stand by Me,1986,HEVC,2160p,3840,2076,23.976,5314.31,10.43,16857.3,0.0882,OPTIMAL,EAC3 8ch
Star.Wars.Episode.I.The.Phantom.Menace.1999.2160p.BluRay.EAC3.HDR.AV1-TiZU/Star.Wars.Episode.I.The.Phantom.Menace.1999.2160p.BluRay.EAC3.HDR.AV1-TiZU.mkv,Star Wars Episode I The Phantom Menace,1999,AV1,2160p,3840,1608,23.976,8171.61,11.56,12152.2,0.0821,REFERENCE/HEAVY,EAC3 6ch
Star.Wars.Episode.II.Attack.of.the.Clones.2002.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS/Star.Wars.Episode.II.Attack.of.the.Clones.2002.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS.mkv,Star Wars Episode II Attack of the Clones,2002,HEVC,2160p,3840,2160,23.976,8552.32,12.37,12422.2,0.0625,STARVED,EAC3 6ch
Star.Wars.Episode.III.Revenge.of.the.Sith.2005.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS/Star.Wars.Episode.III.Revenge.of.the.Sith.2005.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS.mkv,Star Wars Episode III Revenge of the Sith,2005,HEVC,2160p,3840,2160,23.976,8404.93,14.98,15312.6,0.077,STARVED,EAC3 6ch
Star.Wars.Episode.IV.A.New.Hope.1977.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS/Star.Wars.Episode.IV.A.New.Hope.1977.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS.mkv,Star Wars Episode IV A New Hope,1977,HEVC,2160p,3840,2160,23.976,7482.06,12.78,14670.9,0.0738,STARVED,EAC3 6ch
Star.Wars.Episode.IX.The.Rise.of.Skywalker.2019.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS/Star.Wars.Episode.IX.The.Rise.of.Skywalker.2019.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS.mkv,Star Wars Episode IX The Rise of Skywalker,2019,HEVC,2160p,3840,2160,23.976,8509.57,15.09,15231.2,0.0766,STARVED,EAC3 6ch
Star.Wars.Episode.V.The.Empire.Strikes.Back.1980.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS/Star.Wars.Episode.V.The.Empire.Strikes.Back.1980.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS.mkv,Star Wars Episode V The Empire Strikes Back,1980,HEVC,2160p,3840,2160,23.976,7645.98,12.57,14118.5,0.071,STARVED,EAC3 6ch
Star.Wars.Episode.VI.Return.of.the.Jedi.1983.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS/Star.Wars.Episode.VI.Return.of.the.Jedi.1983.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS.mkv,Star Wars Episode VI Return of the Jedi,1983,HEVC,2160p,3840,2160,23.976,8086.62,13.55,14392.4,0.0724,STARVED,EAC3 6ch
Star.Wars.Episode.VII.The.Force.Awakens.2015.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS/Star.Wars.Episode.VII.The.Force.Awakens.2015.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS.mkv,Star Wars Episode VII The Force Awakens,2015,HEVC,2160p,3840,2160,23.976,8282.78,14.57,15112.2,0.076,STARVED,EAC3 6ch
Star.Wars.Episode.VIII.The.Last.Jedi.2017.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS/Star.Wars.Episode.VIII.The.Last.Jedi.2017.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS.mkv,Star Wars Episode VIII The Last Jedi,2017,HEVC,2160p,3840,2160,23.976,9108.0,16.67,15719.9,0.079,STARVED,EAC3 6ch
Suna.no.onna.1964.1080p.BluRay.AAC1.0.x264-EA/Suna.no.onna.1964.1080p.BluRay.AAC1.0.x264-EA.mkv,Suna no onna,1964,H264,1080p,1440,1080,23.976,8843.51,17.01,16521.8,0.4431,RES-ANOMALY,AAC 1ch
Sunset.Blvd.1950.UHD.BluRay.2160p.DD.5.1.DV.HDR.x265-BHDStudio/Sunset.Blvd.1950.UHD.BluRay.2160p.DD.5.1.DV.HDR.x265-BHDStudio.mp4,Sunset Blvd,1950,HEVC,2160p,2960,2160,23.976,6618.75,12.85,16680.3,0.1088,OPTIMAL,AC3 6ch
Supergirl.2026.2160p.YKW.WEB-DL.Hybrid.H265.DV.HDR.DDP.Atmos.5.1.English.--HONE/Supergirl.2026.2160p.YKW.WEB-DL.Hybrid.H265.DV.HDR.DDP.Atmos.5.1.English.--HONE.mkv,Supergirl,2026,HEVC,2160p,3840,2160,23.976,6484.23,19.13,25337.4,0.1274,OPTIMAL,EAC3 6ch
Taxi.Driver.1976.UHD.BluRay.2160p.DD.5.1.DV.HDR.x265-BHDStudio/Taxi.Driver.1976.UHD.BluRay.2160p.DD.5.1.DV.HDR.x265-BHDStudio.mp4,Taxi Driver,1976,HEVC,2160p,3840,2076,23.976,6827.86,13.26,16678.3,0.0873,OPTIMAL,AC3 6ch
Terminator.2.Judgment.Day.1991.Theatrical.Cut-2160p.BluRay.HDR.Encode.AV1.DTS.5.1-R and H/Terminator.2.Judgment.Day.1991.Theatrical.Cut-2160p.BluRay.HDR.Encode.AV1.DTS.5.1-R_and_H/Terminator.2.Judgment.Day.1991.Theatrical.Cut-2160p.BluRay.HDR.Encode.AV1.DTS.5.1-R_and_H.mkv,Terminator 2 Judgment Day,1991,AV1,2160p,3840,1600,23.976,8243.36,8.56,8922.1,0.0606,OPTIMAL,DTS 6ch
The.Apartment.1960.UHD.BluRay.2160p.DDP.5.1.HDR10Plus.x265-hallowed/The.Apartment.1960.UHD.BluRay.2160p.DDP.5.1.HDR10Plus.x265-hallowed.mkv,The Apartment,1960,HEVC,2160p,3840,1632,23.976,7515.81,14.63,16717.6,0.1113,OPTIMAL,EAC3 6ch
The.Best.Years.of.Our.Lives.1946.Repack.1080p.BluRay.FLAC1.0.x264-ZoroSenpai/The.Best.Years.of.Our.Lives.1946.Repack.1080p.BluRay.FLAC1.0.x264-ZoroSenpai.mkv,The Best Years of Our Lives,1946,H264,1080p,1480,1080,23.976,10203.57,25.39,21377.3,0.5578,RES-ANOMALY,FLAC 1ch
The.Big.Lebowski.1998.2160p.BluRay.DTS-X.7.1.HDR10.x265-MainFrame/The.Big.Lebowski.1998.2160p.BluRay.DTS.X.7.1.HDR10.x265.MainFrame.mkv,The Big Lebowski,1998,HEVC,2160p,3840,2076,23.976,7032.16,27.06,33049.3,0.1729,REFERENCE/HEAVY,DTS 8ch
The.Black.Cauldron.1985.2160p.DSNP.WEB-DL.DTS-HD.MA.5.1.DoVi.HDR.HEVC-SiC/The.Black.Cauldron.1985.2160p.DSNP.WEB-DL.DTS-HD.MA.5.1.DoVi.HDR.HEVC-SiC.mkv,The Black Cauldron,1985,HEVC,2160p,3840,2160,23.976,4804.38,11.58,20698.2,0.1041,OPTIMAL,DTS 6ch
The.Bourne.Supremacy.2004.2160p.MA.WEB-DL.DTS-X.7.1.DV.HDR.H.265-BYNDR/The.Bourne.Supremacy.2004.2160p.MA.WEB-DL.DTS-X.7.1.DV.HDR.H.265-BYNDR.mkv,The Bourne Supremacy,2004,HEVC,2160p,3840,2160,23.976,6506.08,22.35,29506.2,0.1484,REFERENCE/HEAVY,DTS 8ch
